timestamp,work_order,product_code,machine_id,planned_qty,completed_qty,production_status
2024-01-07 12:00:00,WO20240107,PCODEA,MCH002,168,84,진행 중
2024-01-07 15:00:00,WO20240107,PCODEA,MCH001,168,121,진행 중
2024-01-07 18:00:00,WO20240107,PCODEA,MCH001,168,168,완료
2024-01-08 09:00:00,WO20240108,PCODEA,MCH002,140,40,진행 중
2024-01-08 12:00:00,WO20240108,PCODEA,MCH003,140,70,진행 중
2024-01-08 15:00:00,WO20240108,PCODEA,MCH004,140,103,진행 중
2024-01-08 18:00:00,WO20240108,PCODEA,MCH004,140,140,완료
2024-01-09 09:00:00,WO20240109,PCODEA,MCH003,118,32,진행 중
2024-01-09 12:00:00,WO20240109,PCODEA,MCH004,118,66,진행 중
2024-01-09 15:00:00,WO20240109,PCODEA,MCH004,118,93,진행 중
2024-01-09 18:00:00,WO20240109,PCODEA,MCH002,118,118,완료
2024-01-10 09:00:00,WO20240110,PCODEA,MCH001,165,35,진행 중
2024-01-10 12:00:00,WO20240110,PCODEA,MCH002,165,81,진행 중
2024-01-10 15:00:00,WO20240110,PCODEA,MCH004,165,123,진행 중
2024-01-10 18:00:00,WO20240110,PCODEA,MCH004,165,165,완료
2024-01-11 09:00:00,WO20240111,PCODEB,MCH003,148,43,진행 중
2024-01-11 12:00:00,WO20240111,PCODEB,MCH001,148,82,진행 중
2024-01-11 15:00:00,WO20240111,PCODEB,MCH001,148,121,진행 중
2024-01-11 18:00:00,WO20240111,PCODEB,MCH003,148,148,완료
2024-01-12 09:00:00,WO20240112,PCODEA,MCH003,198,48,진행 중
2024-01-12 12:00:00,WO20240112,PCODEA,MCH004,198,87,진행 중
2024-01-12 15:00:00,WO20240112,PCODEA,MCH003,198,145,진행 중
2024-01-12 18:00:00,WO20240112,PCODEA,MCH002,198,198,완료
2024-01-13 09:00:00,WO20240113,PCODEC,MCH002,164,31,진행 중
2024-01-13 12:00:00,WO20240113,PCODEC,MCH002,164,67,진행 중
2024-01-13 15:00:00,WO20240113,PCODEC,MCH001,164,104,진행 중
2024-01-13 18:00:00,WO20240113,PCODEC,MCH004,164,144,생산 미달
2024-01-14 09:00:00,WO20240114,PCODEB,MCH003,102,22,진행 중
2024-01-14 12:00:00,WO20240114,PCODEB,MCH002,102,51,진행 중
2024-01-14 15:00:00,WO20240114,PCODEB,MCH001,102,72,진행 중
2024-01-14 18:00:00,WO20240114,PCODEB,MCH004,102,102,완료
2024-01-15 09:00:00,WO20240115,PCODEA,MCH002,108,23,진행 중
2024-01-15 12:00:00,WO20240115,PCODEA,MCH002,108,43,진행 중
2024-01-15 15:00:00,WO20240115,PCODEA,MCH004,108,69,진행 중
2024-01-15 18:00:00,WO20240115,PCODEA,MCH002,108,90,생산 미달
2024-01-16 09:00:00,WO20240116,PCODEC,MCH003,191,46,진행 중
2024-01-16 12:00:00,WO20240116,PCODEC,MCH004,191,86,진행 중
2024-01-16 15:00:00,WO20240116,PCODEC,MCH002,191,125,진행 중
2024-01-16 18:00:00,WO20240116,PCODEC,MCH001,191,191,완료
2024-01-17 09:00:00,WO20240117,PCODEC,MCH002,175,35,진행 중
2024-01-17 12:00:00,WO20240117,PCODEC,MCH001,175,74,진행 중
2024-01-17 15:00:00,WO20240117,PCODEC,MCH001,175,124,진행 중
2024-01-17 18:00:00,WO20240117,PCODEC,MCH001,175,175,완료
2024-01-18 09:00:00,WO20240118,PCODEC,MCH004,165,36,진행 중
2024-01-18 12:00:00,WO20240118,PCODEC,MCH002,165,80,진행 중
2024-01-18 15:00:00,WO20240118,PCODEC,MCH004,165,117,진행 중
2024-01-18 18:00:00,WO20240118,PCODEC,MCH004,165,165,완료
2024-01-19 09:00:00,WO20240119,PCODEA,MCH004,152,35,진행 중
2024-01-19 12:00:00,WO20240119,PCODEA,MCH004,152,72,진행 중
2024-01-19 15:00:00,WO20240119,PCODEA,MCH001,152,112,진행 중
2024-01-19 18:00:00,WO20240119,PCODEA,MCH001,152,152,완료
2024-01-20 09:00:00,WO20240120,PCODEB,MCH001,107,24,진행 중
2024-01-20 12:00:00,WO20240120,PCODEB,MCH002,107,51,진행 중
2024-01-20 15:00:00,WO20240120,PCODEB,MCH002,107,76,진행 중
2024-01-20 18:00:00,WO20240120,PCODEB,MCH003,107,107,완료
2024-01-21 09:00:00,WO20240121,PCODEA,MCH004,159,44,진행 중
2024-01-21 12:00:00,WO20240121,PCODEA,MCH001,159,76,진행 중
2024-01-21 15:00:00,WO20240121,PCODEA,MCH001,159,123,진행 중
2024-01-21 18:00:00,WO20240121,PCODEA,MCH002,159,159,완료
2024-01-22 09:00:00,WO20240122,PCODEB,MCH002,121,34,진행 중
2024-01-22 12:00:00,WO20240122,PCODEB,MCH001,121,60,진행 중
2024-01-22 15:00:00,WO20240122,PCODEB,MCH001,121,96,진행 중
2024-01-22 18:00:00,WO20240122,PCODEB,MCH003,121,121,완료
2024-01-23 09:00:00,WO20240123,PCODEB,MCH004,200,53,진행 중
2024-01-23 12:00:00,WO20240123,PCODEB,MCH004,200,96,진행 중
2024-01-23 15:00:00,WO20240123,PCODEB,MCH003,200,140,진행 중
2024-01-23 18:00:00,WO20240123,PCODEB,MCH001,200,200,완료
2024-01-24 09:00:00,WO20240124,PCODEA,MCH003,174,35,진행 중
2024-01-24 12:00:00,WO20240124,PCODEA,MCH004,174,78,진행 중
2024-01-24 15:00:00,WO20240124,PCODEA,MCH002,174,113,진행 중
2024-01-24 18:00:00,WO20240124,PCODEA,MCH001,174,174,완료
2024-01-25 09:00:00,WO20240125,PCODEA,MCH002,123,29,진행 중
2024-01-25 12:00:00,WO20240125,PCODEA,MCH002,123,60,진행 중
2024-01-25 15:00:00,WO20240125,PCODEA,MCH001,123,92,진행 중
2024-01-25 18:00:00,WO20240125,PCODEA,MCH004,123,123,완료
2024-01-26 09:00:00,WO20240126,PCODEC,MCH003,184,53,진행 중
2024-01-26 12:00:00,WO20240126,PCODEC,MCH002,184,102,진행 중
2024-01-26 15:00:00,WO20240126,PCODEC,MCH003,184,143,진행 중
2024-01-26 18:00:00,WO20240126,PCODEC,MCH004,184,184,완료
2024-01-27 09:00:00,WO20240127,PCODEB,MCH004,116,26,진행 중
2024-01-27 12:00:00,WO20240127,PCODEB,MCH001,116,49,진행 중
2024-01-27 15:00:00,WO20240127,PCODEB,MCH001,116,73,진행 중
2024-01-27 18:00:00,WO20240127,PCODEB,MCH002,116,116,완료
2024-01-28 09:00:00,WO20240128,PCODEB,MCH001,164,47,진행 중
2024-01-28 12:00:00,WO20240128,PCODEB,MCH003,164,84,진행 중
2024-01-28 15:00:00,WO20240128,PCODEB,MCH004,164,130,진행 중
2024-01-28 18:00:00,WO20240128,PCODEB,MCH003,164,164,완료
2024-01-29 09:00:00,WO20240129,PCODEA,MCH003,178,42,진행 중
2024-01-29 12:00:00,WO20240129,PCODEA,MCH001,178,84,진행 중
2024-01-29 15:00:00,WO20240129,PCODEA,MCH002,178,116,진행 중
2024-01-29 18:00:00,WO20240129,PCODEA,MCH001,178,144,생산 미달
2024-01-30 09:00:00,WO20240130,PCODEB,MCH003,195,50,진행 중
2024-01-30 12:00:00,WO20240130,PCODEB,MCH003,195,92,진행 중
2024-01-30 15:00:00,WO20240130,PCODEB,MCH003,195,140,진행 중
2024-01-30 18:00:00,WO20240130,PCODEB,MCH003,195,195,완료
2024-01-31 09:00:00,WO20240131,PCODEB,MCH003,106,21,진행 중
2024-01-31 12:00:00,WO20240131,PCODEB,MCH003,106,50,진행 중
2024-01-31 15:00:00,WO20240131,PCODEB,MCH003,106,72,진행 중
2024-01-31 18:00:00,WO20240131,PCODEB,MCH004,106,106,완료
2024-02-01 09:00:00,WO20240201,PCODEC,MCH001,170,35,진행 중
2024-02-01 12:00:00,WO20240201,PCODEC,MCH002,170,78,진행 중
2024-02-01 15:00:00,WO20240201,PCODEC,MCH003,170,121,진행 중
2024-02-01 18:00:00,WO20240201,PCODEC,MCH002,170,170,완료
2024-02-02 09:00:00,WO20240202,PCODEB,MCH003,155,44,진행 중
2024-02-02 12:00:00,WO20240202,PCODEB,MCH001,155,88,진행 중
2024-02-02 15:00:00,WO20240202,PCODEB,MCH002,155,129,진행 중
2024-02-02 18:00:00,WO20240202,PCODEB,MCH001,155,155,완료
2024-02-03 09:00:00,WO20240203,PCODEB,MCH002,145,42,진행 중
2024-02-03 12:00:00,WO20240203,PCODEB,MCH002,145,83,진행 중
2024-02-03 15:00:00,WO20240203,PCODEB,MCH002,145,124,진행 중
2024-02-03 18:00:00,WO20240203,PCODEB,MCH001,145,145,완료
2024-02-04 09:00:00,WO20240204,PCODEB,MCH004,122,34,진행 중
2024-02-04 12:00:00,WO20240204,PCODEB,MCH002,122,61,진행 중
2024-02-04 15:00:00,WO20240204,PCODEB,MCH001,122,90,진행 중
2024-02-04 18:00:00,WO20240204,PCODEB,MCH001,122,122,완료
2024-02-05 09:00:00,WO20240205,PCODEB,MCH003,160,36,진행 중
2024-02-05 12:00:00,WO20240205,PCODEB,MCH002,160,71,진행 중
2024-02-05 15:00:00,WO20240205,PCODEB,MCH002,160,109,진행 중
2024-02-05 18:00:00,WO20240205,PCODEB,MCH003,160,160,완료
2024-02-06 09:00:00,WO20240206,PCODEB,MCH004,108,26,진행 중
2024-02-06 12:00:00,WO20240206,PCODEB,MCH003,108,55,진행 중
2024-02-06 15:00:00,WO20240206,PCODEB,MCH001,108,83,진행 중
2024-02-06 18:00:00,WO20240206,PCODEB,MCH003,108,99,생산 미달
2024-02-07 09:00:00,WO20240207,PCODEB,MCH001,122,25,진행 중
2024-02-07 12:00:00,WO20240207,PCODEB,MCH004,122,53,진행 중
2024-02-07 15:00:00,WO20240207,PCODEB,MCH003,122,82,진행 중
2024-02-07 18:00:00,WO20240207,PCODEB,MCH001,122,122,완료
2024-02-08 09:00:00,WO20240208,PCODEB,MCH001,149,42,진행 중
2024-02-08 12:00:00,WO20240208,PCODEB,MCH001,149,81,진행 중
2024-02-08 15:00:00,WO20240208,PCODEB,MCH002,149,117,진행 중
2024-02-08 18:00:00,WO20240208,PCODEB,MCH001,149,156,초과 생산
2024-02-09 09:00:00,WO20240209,PCODEC,MCH001,185,44,진행 중
2024-02-09 12:00:00,WO20240209,PCODEC,MCH003,185,85,진행 중
2024-02-09 15:00:00,WO20240209,PCODEC,MCH004,185,123,진행 중
2024-02-09 18:00:00,WO20240209,PCODEC,MCH003,185,164,생산 미달
2024-02-10 09:00:00,WO20240210,PCODEB,MCH004,170,45,진행 중
2024-02-10 12:00:00,WO20240210,PCODEB,MCH002,170,89,진행 중
2024-02-10 15:00:00,WO20240210,PCODEB,MCH003,170,129,진행 중
2024-02-10 18:00:00,WO20240210,PCODEB,MCH001,170,170,완료
2024-02-11 09:00:00,WO20240211,PCODEB,MCH003,138,34,진행 중
2024-02-11 12:00:00,WO20240211,PCODEB,MCH004,138,70,진행 중
2024-02-11 15:00:00,WO20240211,PCODEB,MCH004,138,108,진행 중
2024-02-11 18:00:00,WO20240211,PCODEB,MCH002,138,138,완료
2024-02-12 09:00:00,WO20240212,PCODEC,MCH003,184,38,진행 중
2024-02-12 12:00:00,WO20240212,PCODEC,MCH002,184,87,진행 중
2024-02-12 15:00:00,WO20240212,PCODEC,MCH002,184,138,진행 중
2024-02-12 18:00:00,WO20240212,PCODEC,MCH002,184,184,완료
2024-02-13 09:00:00,WO20240213,PCODEB,MCH001,103,25,진행 중
2024-02-13 12:00:00,WO20240213,PCODEB,MCH002,103,52,진행 중
2024-02-13 15:00:00,WO20240213,PCODEB,MCH004,103,77,진행 중
2024-02-13 18:00:00,WO20240213,PCODEB,MCH002,103,103,완료
2024-02-14 09:00:00,WO20240214,PCODEA,MCH001,118,32,진행 중
2024-02-14 12:00:00,WO20240214,PCODEA,MCH002,118,57,진행 중
2024-02-14 15:00:00,WO20240214,PCODEA,MCH004,118,81,진행 중
2024-02-14 18:00:00,WO20240214,PCODEA,MCH002,118,118,완료
2024-02-15 09:00:00,WO20240215,PCODEB,MCH003,115,33,진행 중
2024-02-15 12:00:00,WO20240215,PCODEB,MCH004,115,63,진행 중
2024-02-15 15:00:00,WO20240215,PCODEB,MCH004,115,95,진행 중
2024-02-15 18:00:00,WO20240215,PCODEB,MCH004,115,115,완료
2024-02-16 09:00:00,WO20240216,PCODEB,MCH004,120,27,진행 중
2024-02-16 12:00:00,WO20240216,PCODEB,MCH002,120,61,진행 중
2024-02-16 15:00:00,WO20240216,PCODEB,MCH003,120,94,진행 중
2024-02-16 18:00:00,WO20240216,PCODEB,MCH004,120,120,완료
2024-02-17 09:00:00,WO20240217,PCODEB,MCH001,180,48,진행 중
2024-02-17 12:00:00,WO20240217,PCODEB,MCH002,180,88,진행 중
2024-02-17 15:00:00,WO20240217,PCODEB,MCH003,180,140,진행 중
2024-02-17 18:00:00,WO20240217,PCODEB,MCH001,180,180,완료
2024-02-18 09:00:00,WO20240218,PCODEB,MCH002,117,31,진행 중
2024-02-18 12:00:00,WO20240218,PCODEB,MCH001,117,59,진행 중
2024-02-18 15:00:00,WO20240218,PCODEB,MCH003,117,88,진행 중
2024-02-18 18:00:00,WO20240218,PCODEB,MCH004,117,117,완료
2024-02-19 09:00:00,WO20240219,PCODEB,MCH004,107,31,진행 중
2024-02-19 12:00:00,WO20240219,PCODEB,MCH001,107,61,진행 중
2024-02-19 15:00:00,WO20240219,PCODEB,MCH004,107,87,진행 중
2024-02-19 18:00:00,WO20240219,PCODEB,MCH003,107,107,완료
2024-02-20 09:00:00,WO20240220,PCODEB,MCH002,138,34,진행 중
2024-02-20 12:00:00,WO20240220,PCODEB,MCH003,138,67,진행 중
2024-02-20 15:00:00,WO20240220,PCODEB,MCH001,138,99,진행 중
2024-02-20 18:00:00,WO20240220,PCODEB,MCH004,138,138,완료
2024-02-21 09:00:00,WO20240221,PCODEB,MCH002,192,57,진행 중
2024-02-21 12:00:00,WO20240221,PCODEB,MCH001,192,112,진행 중
2024-02-21 15:00:00,WO20240221,PCODEB,MCH001,192,152,진행 중
2024-02-21 18:00:00,WO20240221,PCODEB,MCH004,192,192,완료
2024-02-22 09:00:00,WO20240222,PCODEA,MCH003,117,29,진행 중
2024-02-22 12:00:00,WO20240222,PCODEA,MCH002,117,59,진행 중
2024-02-22 15:00:00,WO20240222,PCODEA,MCH003,117,92,진행 중
2024-02-22 18:00:00,WO20240222,PCODEA,MCH004,117,123,초과 생산
2024-02-23 09:00:00,WO20240223,PCODEB,MCH003,135,38,진행 중
2024-02-23 12:00:00,WO20240223,PCODEB,MCH004,135,65,진행 중
2024-02-23 15:00:00,WO20240223,PCODEB,MCH001,135,105,진행 중
2024-02-23 18:00:00,WO20240223,PCODEB,MCH003,135,135,완료
2024-02-24 09:00:00,WO20240224,PCODEC,MCH001,128,35,진행 중
2024-02-24 12:00:00,WO20240224,PCODEC,MCH002,128,63,진행 중
2024-02-24 15:00:00,WO20240224,PCODEC,MCH001,128,96,진행 중
2024-02-24 18:00:00,WO20240224,PCODEC,MCH002,128,128,완료
2024-02-25 09:00:00,WO20240225,PCODEA,MCH002,116,28,진행 중
2024-02-25 12:00:00,WO20240225,PCODEA,MCH003,116,60,진행 중
2024-02-25 15:00:00,WO20240225,PCODEA,MCH002,116,90,진행 중
2024-02-25 18:00:00,WO20240225,PCODEA,MCH001,116,116,완료
2024-02-26 09:00:00,WO20240226,PCODEA,MCH001,199,64,진행 중
2024-02-26 12:00:00,WO20240226,PCODEA,MCH004,199,116,진행 중
2024-02-26 15:00:00,WO20240226,PCODEA,MCH002,199,161,진행 중
2024-02-26 18:00:00,WO20240226,PCODEA,MCH002,199,219,초과 생산
2024-02-27 09:00:00,WO20240227,PCODEB,MCH001,113,31,진행 중
2024-02-27 12:00:00,WO20240227,PCODEB,MCH001,113,57,진행 중
2024-02-27 15:00:00,WO20240227,PCODEB,MCH004,113,87,진행 중
2024-02-27 18:00:00,WO20240227,PCODEB,MCH001,113,113,완료
2024-02-28 09:00:00,WO20240228,PCODEA,MCH004,164,46,진행 중
2024-02-28 12:00:00,WO20240228,PCODEA,MCH001,164,85,진행 중
2024-02-28 15:00:00,WO20240228,PCODEA,MCH003,164,128,진행 중
2024-02-28 18:00:00,WO20240228,PCODEA,MCH004,164,164,완료
2024-02-29 09:00:00,WO20240229,PCODEA,MCH003,190,49,진행 중
2024-02-29 12:00:00,WO20240229,PCODEA,MCH004,190,95,진행 중
2024-02-29 15:00:00,WO20240229,PCODEA,MCH003,190,139,진행 중
2024-02-29 18:00:00,WO20240229,PCODEA,MCH002,190,190,완료
2024-03-01 09:00:00,WO20240301,PCODEB,MCH002,111,30,진행 중
2024-03-01 12:00:00,WO20240301,PCODEB,MCH004,111,55,진행 중
2024-03-01 15:00:00,WO20240301,PCODEB,MCH004,111,86,진행 중
2024-03-01 18:00:00,WO20240301,PCODEB,MCH002,111,111,완료
2024-03-02 09:00:00,WO20240302,PCODEB,MCH003,162,36,진행 중
2024-03-02 12:00:00,WO20240302,PCODEB,MCH003,162,77,진행 중
2024-03-02 15:00:00,WO20240302,PCODEB,MCH002,162,110,진행 중
2024-03-02 18:00:00,WO20240302,PCODEB,MCH004,162,162,완료
2024-03-03 09:00:00,WO20240303,PCODEA,MCH004,162,42,진행 중
2024-03-03 12:00:00,WO20240303,PCODEA,MCH004,162,81,진행 중
2024-03-03 15:00:00,WO20240303,PCODEA,MCH001,162,114,진행 중
2024-03-03 18:00:00,WO20240303,PCODEA,MCH002,162,162,완료
2024-03-04 09:00:00,WO20240304,PCODEB,MCH003,151,37,진행 중
2024-03-04 12:00:00,WO20240304,PCODEB,MCH003,151,73,진행 중
2024-03-04 15:00:00,WO20240304,PCODEB,MCH003,151,108,진행 중
2024-03-04 18:00:00,WO20240304,PCODEB,MCH004,151,151,완료
2024-03-05 09:00:00,WO20240305,PCODEA,MCH001,134,36,진행 중
2024-03-05 12:00:00,WO20240305,PCODEA,MCH003,134,64,진행 중
2024-03-05 15:00:00,WO20240305,PCODEA,MCH002,134,93,진행 중
2024-03-05 18:00:00,WO20240305,PCODEA,MCH004,134,134,완료
2024-03-06 09:00:00,WO20240306,PCODEC,MCH003,135,40,진행 중
2024-03-06 12:00:00,WO20240306,PCODEC,MCH002,135,70,진행 중
2024-03-06 15:00:00,WO20240306,PCODEC,MCH003,135,99,진행 중
2024-03-06 18:00:00,WO20240306,PCODEC,MCH001,135,135,완료
2024-03-07 09:00:00,WO20240307,PCODEB,MCH001,190,56,진행 중
2024-03-07 12:00:00,WO20240307,PCODEB,MCH003,190,107,진행 중
2024-03-07 15:00:00,WO20240307,PCODEB,MCH002,190,157,진행 중
2024-03-07 18:00:00,WO20240307,PCODEB,MCH004,190,190,완료
2024-03-08 09:00:00,WO20240308,PCODEB,MCH004,113,32,진행 중
2024-03-08 12:00:00,WO20240308,PCODEB,MCH003,113,60,진행 중
2024-03-08 15:00:00,WO20240308,PCODEB,MCH001,113,89,진행 중
2024-03-08 18:00:00,WO20240308,PCODEB,MCH004,113,132,초과 생산
2024-03-09 09:00:00,WO20240309,PCODEB,MCH001,114,32,진행 중
2024-03-09 12:00:00,WO20240309,PCODEB,MCH001,114,59,진행 중
2024-03-09 15:00:00,WO20240309,PCODEB,MCH003,114,85,진행 중
2024-03-09 18:00:00,WO20240309,PCODEB,MCH002,114,127,초과 생산
2024-03-10 09:00:00,WO20240310,PCODEB,MCH002,115,31,진행 중
2024-03-10 12:00:00,WO20240310,PCODEB,MCH004,115,59,진행 중
2024-03-10 15:00:00,WO20240310,PCODEB,MCH004,115,85,진행 중
2024-03-10 18:00:00,WO20240310,PCODEB,MCH004,115,115,완료
2024-03-11 09:00:00,WO20240311,PCODEA,MCH001,139,40,진행 중
2024-03-11 12:00:00,WO20240311,PCODEA,MCH002,139,76,진행 중
2024-03-11 15:00:00,WO20240311,PCODEA,MCH003,139,112,진행 중
2024-03-11 18:00:00,WO20240311,PCODEA,MCH002,139,139,완료
2024-03-12 09:00:00,WO20240312,PCODEA,MCH002,130,26,진행 중
2024-03-12 12:00:00,WO20240312,PCODEA,MCH004,130,60,진행 중
2024-03-12 15:00:00,WO20240312,PCODEA,MCH004,130,89,진행 중
2024-03-12 18:00:00,WO20240312,PCODEA,MCH002,130,130,완료
2024-03-13 09:00:00,WO20240313,PCODEC,MCH004,136,28,진행 중
2024-03-13 12:00:00,WO20240313,PCODEC,MCH002,136,67,진행 중
2024-03-13 15:00:00,WO20240313,PCODEC,MCH002,136,99,진행 중
2024-03-13 18:00:00,WO20240313,PCODEC,MCH002,136,136,완료
2024-03-14 09:00:00,WO20240314,PCODEB,MCH002,182,37,진행 중
2024-03-14 12:00:00,WO20240314,PCODEB,MCH002,182,87,진행 중
2024-03-14 15:00:00,WO20240314,PCODEB,MCH003,182,131,진행 중
2024-03-14 18:00:00,WO20240314,PCODEB,MCH004,182,182,완료
2024-03-15 09:00:00,WO20240315,PCODEB,MCH003,188,47,진행 중
2024-03-15 12:00:00,WO20240315,PCODEB,MCH004,188,92,진행 중
2024-03-15 15:00:00,WO20240315,PCODEB,MCH001,188,146,진행 중
2024-03-15 18:00:00,WO20240315,PCODEB,MCH003,188,188,완료
2024-03-16 09:00:00,WO20240316,PCODEA,MCH002,177,52,진행 중
2024-03-16 12:00:00,WO20240316,PCODEA,MCH001,177,105,진행 중
2024-03-16 15:00:00,WO20240316,PCODEA,MCH003,177,150,진행 중
2024-03-16 18:00:00,WO20240316,PCODEA,MCH002,177,177,완료
2024-03-17 09:00:00,WO20240317,PCODEB,MCH003,160,34,진행 중
2024-03-17 12:00:00,WO20240317,PCODEB,MCH004,160,76,진행 중
2024-03-17 15:00:00,WO20240317,PCODEB,MCH004,160,123,진행 중
2024-03-17 18:00:00,WO20240317,PCODEB,MCH004,160,160,완료
2024-03-18 09:00:00,WO20240318,PCODEB,MCH001,144,41,진행 중
2024-03-18 12:00:00,WO20240318,PCODEB,MCH003,144,75,진행 중
2024-03-18 15:00:00,WO20240318,PCODEB,MCH004,144,107,진행 중
2024-03-18 18:00:00,WO20240318,PCODEB,MCH004,144,144,완료
2024-03-19 09:00:00,WO20240319,PCODEB,MCH001,197,45,진행 중
2024-03-19 12:00:00,WO20240319,PCODEB,MCH003,197,86,진행 중
2024-03-19 15:00:00,WO20240319,PCODEB,MCH004,197,142,진행 중
2024-03-19 18:00:00,WO20240319,PCODEB,MCH001,197,197,완료
2024-03-20 09:00:00,WO20240320,PCODEB,MCH001,184,46,진행 중
2024-03-20 12:00:00,WO20240320,PCODEB,MCH003,184,102,진행 중
2024-03-20 15:00:00,WO20240320,PCODEB,MCH004,184,158,진행 중
2024-03-20 18:00:00,WO20240320,PCODEB,MCH001,184,214,초과 생산
2024-03-21 09:00:00,WO20240321,PCODEA,MCH003,126,30,진행 중
2024-03-21 12:00:00,WO20240321,PCODEA,MCH004,126,56,진행 중
2024-03-21 15:00:00,WO20240321,PCODEA,MCH002,126,90,진행 중
2024-03-21 18:00:00,WO20240321,PCODEA,MCH003,126,126,완료
2024-03-22 09:00:00,WO20240322,PCODEB,MCH001,170,37,진행 중
2024-03-22 12:00:00,WO20240322,PCODEB,MCH001,170,78,진행 중
2024-03-22 15:00:00,WO20240322,PCODEB,MCH001,170,123,진행 중
2024-03-22 18:00:00,WO20240322,PCODEB,MCH002,170,170,완료
2024-03-23 09:00:00,WO20240323,PCODEC,MCH003,163,34,진행 중
2024-03-23 12:00:00,WO20240323,PCODEC,MCH004,163,76,진행 중
2024-03-23 15:00:00,WO20240323,PCODEC,MCH002,163,111,진행 중
2024-03-23 18:00:00,WO20240323,PCODEC,MCH002,163,144,생산 미달
2024-03-24 09:00:00,WO20240324,PCODEC,MCH002,149,42,진행 중
2024-03-24 12:00:00,WO20240324,PCODEC,MCH003,149,83,진행 중
2024-03-24 15:00:00,WO20240324,PCODEC,MCH004,149,117,진행 중
2024-03-24 18:00:00,WO20240324,PCODEC,MCH003,149,149,완료
2024-03-25 09:00:00,WO20240325,PCODEB,MCH004,100,28,진행 중
2024-03-25 12:00:00,WO20240325,PCODEB,MCH004,100,53,진행 중
2024-03-25 15:00:00,WO20240325,PCODEB,MCH003,100,76,진행 중
2024-03-25 18:00:00,WO20240325,PCODEB,MCH004,100,100,완료
2024-03-26 09:00:00,WO20240326,PCODEA,MCH002,158,33,진행 중
2024-03-26 12:00:00,WO20240326,PCODEA,MCH002,158,70,진행 중
2024-03-26 15:00:00,WO20240326,PCODEA,MCH004,158,96,진행 중
2024-03-26 18:00:00,WO20240326,PCODEA,MCH004,158,130,생산 미달
2024-03-27 09:00:00,WO20240327,PCODEB,MCH002,190,41,진행 중
2024-03-27 12:00:00,WO20240327,PCODEB,MCH001,190,76,진행 중
2024-03-27 15:00:00,WO20240327,PCODEB,MCH003,190,123,진행 중
2024-03-27 18:00:00,WO20240327,PCODEB,MCH004,190,165,생산 미달
2024-03-28 09:00:00,WO20240328,PCODEB,MCH001,112,30,진행 중
2024-03-28 12:00:00,WO20240328,PCODEB,MCH004,112,62,진행 중
2024-03-28 15:00:00,WO20240328,PCODEB,MCH002,112,85,진행 중
2024-03-28 18:00:00,WO20240328,PCODEB,MCH003,112,112,완료
2024-03-29 09:00:00,WO20240329,PCODEB,MCH001,143,40,진행 중
2024-03-29 12:00:00,WO20240329,PCODEB,MCH004,143,82,진행 중
2024-03-29 15:00:00,WO20240329,PCODEB,MCH004,143,123,진행 중
2024-03-29 18:00:00,WO20240329,PCODEB,MCH001,143,143,완료
2024-03-30 09:00:00,WO20240330,PCODEC,MCH003,179,53,진행 중
2024-03-30 12:00:00,WO20240330,PCODEC,MCH001,179,96,진행 중
2024-03-30 15:00:00,WO20240330,PCODEC,MCH001,179,145,진행 중
2024-03-30 18:00:00,WO20240330,PCODEC,MCH001,179,179,완료
