"timestamp";"robotId";"robotType";"mapCode";"floorNumber";"buildingCode";"containerCode";"status";"occupyStatus";"batteryLevel";"nodeCode";"nodeLabel";"nodeNumber";"x";"y";"robotOrientation";"missionCode";"liftStatus";"reliablility";"runTime";"karOsVersion";"mileage";"liftMtrTemp";"leftFrtMovMtrTemp";"rightFrtMovMtrTemp";"leftReMovMtrTemp";"rightReMovMtrTemp";"rotateTimes";"liftTimes";"nodeForeignCode";"errorMessage"
"2025-05-18 00:10:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-70";"68507AA54074";70;24005.7;25965.2;232.17;1747527000000;0;1;600;"2.3.1.HF4";11854.6;30.3;5.5;4.3;2.4;4.1;1;0;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:11:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;90;"RR_Floor-RR_Floor-72";"63263AA56753";72;24298.3;25067.6;269.96;1747527060000;0;1;660;"2.3.1.HF4";11854.9;31.7;2.9;0.2;1.5;1.4;1;0;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:12:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-90";"85275AA84727";90;24712.5;24099.0;17.28;1747527120000;0;1;720;"2.3.1.HF4";11855.0;33.8;10.0;3.0;0.4;0.5;1;0;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:13:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-85";"72299AA41935";85;24573.1;24641.3;76.42;1747527180000;0;1;780;"2.3.1.HF4";11855.0;30.2;0.1;7.5;9.8;0.7;1;0;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:14:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;90;"RR_Floor-RR_Floor-97";"29420AA50947";97;24077.7;25111.6;207.17;1747527240000;0;1;840;"2.3.1.HF4";11855.0;33.8;1.1;2.5;0.3;6.9;1;0;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:15:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;90;"RR_Floor-RR_Floor-97";"29169AA13347";97;25752.1;25947.8;118.71;1747527300000;0;1;900;"2.3.1.HF4";11855.2;36.8;8.9;8.4;9.8;9.6;1;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:16:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;90;"RR_Floor-RR_Floor-73";"37785AA74819";73;25962.0;25512.6;350.01;1747527360000;0;1;960;"2.3.1.HF4";11855.4;37.6;3.5;5.7;9.9;1.6;1;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:17:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-63";"61734AA31685";63;25509.9;24994.4;330.85;1747527420000;0;1;1020;"2.3.1.HF4";11855.4;30.5;8.1;8.0;5.1;0.1;1;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:18:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-61";"24996AA37231";61;25375.1;24081.7;301.7;1747527480000;0;1;1080;"2.3.1.HF4";11855.7;39.9;7.1;1.2;4.1;0.6;1;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:19:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;90;"RR_Floor-RR_Floor-74";"44984AA49410";74;25781.2;25342.9;217.06;1747527540000;0;1;1140;"2.3.1.HF4";11855.9;37.7;6.0;1.8;5.6;9.4;1;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:20:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;90;"RR_Floor-RR_Floor-91";"71117AA18465";91;24327.2;25561.6;13.3;1747527600000;0;1;1200;"2.3.1.HF4";11856.1;36.7;6.1;1.2;6.2;4.9;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:21:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-69";"74610AA91648";69;24742.9;24831.7;265.13;1747527660000;0;1;1260;"2.3.1.HF4";11856.4;30.7;4.4;6.3;5.3;5.6;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:22:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;90;"RR_Floor-RR_Floor-89";"41716AA69534";89;24714.5;24408.7;210.44;1747527720000;0;1;1320;"2.3.1.HF4";11856.5;33.0;9.0;3.5;0.3;2.8;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:23:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;90;"RR_Floor-RR_Floor-71";"10588AA65952";71;24756.0;24538.4;40.38;1747527780000;0;1;1380;"2.3.1.HF4";11856.8;38.8;2.4;5.2;1.4;5.5;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:24:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-68";"54896AA31337";68;24774.2;24761.9;18.28;1747527840000;0;1;1440;"2.3.1.HF4";11856.8;38.4;3.6;8.5;7.5;6.4;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:25:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-88";"75784AA77458";88;24987.8;24196.2;320.03;1747527900000;0;1;1500;"2.3.1.HF4";11857.1;36.2;7.9;5.3;9.2;0.2;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:26:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-53";"18296AA53569";53;25071.2;25573.3;347.05;1747527960000;0;1;1560;"2.3.1.HF4";11857.1;37.6;2.5;0.4;6.5;6.1;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:27:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;90;"RR_Floor-RR_Floor-67";"29942AA71213";67;25329.7;25439.1;9.77;1747528020000;0;1;1620;"2.3.1.HF4";11857.2;31.5;6.6;9.5;1.6;9.9;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:28:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-86";"57762AA93767";86;25918.3;25598.4;73.42;1747528080000;0;1;1680;"2.3.1.HF4";11857.3;37.4;5.3;3.8;9.1;3.1;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:29:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-75";"84363AA70824";75;24764.2;25288.3;236.98;1747528140000;0;1;1740;"2.3.1.HF4";11857.5;36.7;0.5;8.4;1.2;6.8;2;1;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:30:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-74";"32223AA71200";74;24826.6;24562.0;111.61;1747528200000;0;1;1800;"2.3.1.HF4";11857.8;37.5;4.5;4.7;2.3;8.2;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:31:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;90;"RR_Floor-RR_Floor-89";"84385AA69463";89;24841.4;24792.9;324.87;1747528260000;0;1;1860;"2.3.1.HF4";11858.0;39.1;7.8;1.0;9.3;9.4;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:32:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-73";"57548AA92452";73;25132.4;24846.2;343.68;1747528320000;0;1;1920;"2.3.1.HF4";11858.2;30.5;5.5;0.2;3.0;2.5;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:33:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;90;"RR_Floor-RR_Floor-68";"44285AA88524";68;24481.5;25923.4;210.44;1747528380000;0;1;1980;"2.3.1.HF4";11858.3;32.2;3.7;2.6;9.6;1.7;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:34:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;90;"RR_Floor-RR_Floor-57";"43140AA23324";57;24161.9;24457.4;305.98;1747528440000;0;1;2040;"2.3.1.HF4";11858.3;38.5;1.3;7.6;2.2;1.0;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:35:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-91";"91776AA76102";91;25982.9;25970.5;329.94;1747528500000;0;1;2100;"2.3.1.HF4";11858.6;37.7;7.3;7.2;2.1;8.5;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:36:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-98";"93231AA15716";98;24084.8;25049.8;217.09;1747528560000;0;1;2160;"2.3.1.HF4";11858.7;35.4;1.6;3.1;6.3;8.9;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:37:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-56";"89639AA27110";56;25268.2;24145.4;84.97;1747528620000;0;1;2220;"2.3.1.HF4";11858.8;37.5;1.2;9.8;6.1;7.6;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:38:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-76";"32779AA54862";76;24223.2;24405.2;9.33;1747528680000;0;1;2280;"2.3.1.HF4";11858.9;35.1;7.2;3.0;5.6;9.6;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:39:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-80";"76050AA26892";80;24579.3;24626.3;80.95;1747528740000;0;1;2340;"2.3.1.HF4";11859.1;35.8;10.0;1.8;4.2;3.2;3;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:40:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-93";"52709AA86491";93;24450.5;25448.6;233.75;1747528800000;0;1;2400;"2.3.1.HF4";11859.4;38.1;9.8;9.5;8.6;3.1;4;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:41:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-89";"61863AA10902";89;24900.6;25817.1;210.6;1747528860000;0;1;2460;"2.3.1.HF4";11859.6;34.2;9.0;1.1;4.2;9.1;4;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:42:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-98";"47516AA28094";98;24127.5;25154.2;17.4;1747528920000;0;1;2520;"2.3.1.HF4";11859.6;36.9;6.2;6.9;8.4;7.5;4;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:43:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-76";"21977AA20590";76;25513.8;24516.4;130.9;1747528980000;0;1;2580;"2.3.1.HF4";11859.9;39.5;1.8;1.8;1.9;5.3;4;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:44:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-91";"71227AA24867";91;24432.4;24214.1;30.05;1747529040000;0;1;2640;"2.3.1.HF4";11859.9;37.5;0.1;8.1;9.8;2.2;4;2;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:45:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-55";"82436AA79153";55;25500.4;25924.3;187.03;1747529100000;0;1;2700;"2.3.1.HF4";11860.0;31.7;0.1;4.5;7.1;4.2;4;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:46:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-68";"31496AA86489";68;25251.7;25317.5;351.54;1747529160000;0;1;2760;"2.3.1.HF4";11860.1;34.8;1.4;1.5;9.9;9.8;4;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:47:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-78";"92002AA10574";78;24300.9;24297.3;46.07;1747529220000;0;1;2820;"2.3.1.HF4";11860.4;36.6;2.2;8.0;3.1;0.9;4;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:48:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-93";"77151AA49413";93;25353.3;25096.3;193.17;1747529280000;0;1;2880;"2.3.1.HF4";11860.5;36.3;8.3;5.5;6.6;5.5;4;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:49:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-72";"93423AA67509";72;24980.3;25233.9;40.76;1747529340000;0;1;2940;"2.3.1.HF4";11860.5;33.9;6.2;8.4;9.5;6.0;4;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:50:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-70";"92616AA76851";70;25951.3;25718.0;44.38;1747529400000;0;1;3000;"2.3.1.HF4";11860.7;34.6;7.2;5.4;8.4;8.7;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:51:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-80";"78264AA76980";80;25813.5;24952.3;308.99;1747529460000;0;1;3060;"2.3.1.HF4";11861.0;37.3;6.4;7.9;5.7;1.7;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:52:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-71";"53013AA15244";71;24283.6;24976.0;353.81;1747529520000;0;1;3120;"2.3.1.HF4";11861.1;32.8;5.6;0.7;6.0;2.2;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:53:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-79";"96713AA43974";79;25473.5;24565.7;164.03;1747529580000;0;1;3180;"2.3.1.HF4";11861.3;39.3;6.5;1.1;2.3;4.1;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:54:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;87;"RR_Floor-RR_Floor-66";"42522AA95881";66;25529.0;25436.4;155.91;1747529640000;0;1;3240;"2.3.1.HF4";11861.4;38.9;4.2;0.8;3.1;9.9;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:55:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-67";"38846AA63470";67;24220.3;25635.4;201.62;1747529700000;0;1;3300;"2.3.1.HF4";11861.6;30.9;0.6;4.7;7.3;7.1;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:56:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-84";"60957AA58038";84;25674.1;24094.8;27.9;1747529760000;0;1;3360;"2.3.1.HF4";11861.7;39.2;9.8;4.5;5.1;3.2;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:57:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-82";"36304AA18712";82;25929.1;24849.3;289.46;1747529820000;0;1;3420;"2.3.1.HF4";11861.9;37.9;3.5;6.5;9.9;3.6;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:58:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-88";"95270AA66047";88;24757.4;25424.5;28.42;1747529880000;0;1;3480;"2.3.1.HF4";11862.2;35.4;5.4;6.6;7.1;1.3;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 00:59:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-52";"30757AA32206";52;24989.9;25120.8;279.46;1747529940000;0;1;3540;"2.3.1.HF4";11862.3;38.9;8.9;0.5;9.2;6.3;5;3;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:00:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-73";"75488AA17907";73;25323.4;25809.8;144.49;1747530000000;0;1;3600;"2.3.1.HF4";11862.4;30.9;6.0;0.6;1.7;0.8;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:01:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-59";"91348AA93519";59;25578.0;25299.8;226.71;1747530060000;0;1;3660;"2.3.1.HF4";11862.5;31.6;4.0;4.5;7.6;1.6;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:02:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-79";"10428AA56832";79;24134.0;24634.6;45.36;1747530120000;0;1;3720;"2.3.1.HF4";11862.8;30.3;8.7;8.2;7.5;8.5;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:03:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;89;"RR_Floor-RR_Floor-86";"43045AA72148";86;25302.7;25616.3;203.02;1747530180000;0;1;3780;"2.3.1.HF4";11862.9;30.8;5.6;1.0;4.6;5.6;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:04:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-86";"75277AA29324";86;25263.1;24142.6;22.13;1747530240000;0;1;3840;"2.3.1.HF4";11863.2;35.8;6.5;5.2;5.8;1.5;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:05:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-61";"41112AA35213";61;25571.3;24405.2;336.49;1747530300000;0;1;3900;"2.3.1.HF4";11863.2;36.0;5.6;6.4;6.7;0.8;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:06:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-71";"46841AA12268";71;24735.3;24469.4;257.59;1747530360000;0;1;3960;"2.3.1.HF4";11863.4;30.9;8.6;8.8;1.5;7.8;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:07:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-86";"10642AA88425";86;25309.9;25914.8;96.89;1747530420000;0;1;4020;"2.3.1.HF4";11863.4;30.9;9.5;1.8;8.3;7.8;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:08:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-89";"84879AA71239";89;25664.9;24141.6;247.5;1747530480000;0;1;4080;"2.3.1.HF4";11863.6;30.1;5.2;3.6;4.2;5.9;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:09:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-80";"57425AA16073";80;24097.2;24930.6;237.45;1747530540000;0;1;4140;"2.3.1.HF4";11863.8;33.9;9.5;9.8;8.4;8.8;6;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:10:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;88;"RR_Floor-RR_Floor-92";"70849AA91887";92;25570.7;25431.6;3.58;1747530600000;0;1;4200;"2.3.1.HF4";11864.0;30.1;4.1;8.0;2.0;1.2;7;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:11:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";3;0;89;"RR_Floor-RR_Floor-89";"87751AA21676";89;24654.9;25241.2;179.03;1747530660000;0;1;4260;"2.3.1.HF4";11864.3;38.6;5.6;3.3;6.5;0.7;7;4;"LJL_FRT_Storage_Entry";"noError-executing"
"2025-05-18 01:12:00";1;"KMP 600i-2.5 diffDrive";"RR_Floor";"RR_Floor";"RR_Floor";"";4;1;88;"RR_Floor-RR_Floor-71";"53607AA66115";71;25489.1;25656.7;175.19;1747530720000;0;1;4320;"2.3.1.HF4";11864.5;30.9;1.0;5.3;7.3;7.5;7;4;"LJL_FRT_Storage_Entry";"noError-executing"
